thycaf319,¿Tuvo ataques repentinos de cansancio?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf320,¿Tuvo problemas para pensar?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf321,¿Tuvo problemas de atención? ,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf322,¿Se sintió inquieto o agitado?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf323,¿Ha tenido problemas de ansiedad? ,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf324,¿Que tanto estuvo interesado en tener relaciones sexuales? ,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
ultrasonido_tiroideo,Ultrasonido Tiroideo,
datosep69,¿Se realizó el estudio?,"1. Si 
2. no "
datosep70,Lugar en que se desarrollo el estudio ,"1. Dentro del hospital de seguimiento 
2. FUERA del hospital de seguimiento (especificar)"
datosep71,Fecha en que se realizo el estudio ,
datosep72,Cortes en que se valoró por ultrasonido tiroideo ,"1 datosep72___1 corte transversal 
2 datosep72___2 corte longitudinal "
datosep73,Se empleo Doppler a color ,"1. Si
2. No "
datosep74,Presencia de tejido tiroideo,"1. Si 
2. no "
datosep75,Especificar localización de tejido tiroideo ,
datosep76,Presencia de ganglios cervicales,"1. Si 
2. No "
datosep77,Localización (marque las que correspondan),"1 datosep77___1 - I
2 datosep77___2 - II
3 datosep77___3 - III
4 datosep77___4 - IV
5 datosep77___5 - V
6 datosep77___6 - VI
7 datosep77___7 - VII"
datosep78,Alto ,
datosep79,largo ,
datosep80,espesor ,
datosep81,Otras características de ganglios cervicales ,
datosep82,Otros hallazgos de relevantes del ultrasonido tiroideo ,
