accuracy,precision,recall,f1,tn,fp,fn,tp,threshold,roc_auc_score,auc,observed,expected,oe_ratio,brier_score,log_loss,ece,calibration_intercept,calibration_slope,model,imputation,best_cv_auc
0.84,0.4594594594594595,0.8095238095238095,0.5862068965517241,109,20,4,17,0.5,0.8984865263935031,0.8984865263935031,21,49.710431112856874,0.4224465475329313,0.11736777715079408,0.3868906549860831,0.19140287408571255,-1.7501520371158128,1.3814404401895608,CatBoost_tuned,3,0.9092359359141655
0.86,0.5,0.8095238095238095,0.6181818181818182,112,17,4,17,0.5,0.8929494278331488,0.8929494278331488,21,50.21019356321197,0.4182417654606751,0.11768728209384555,0.3894291257029454,0.19473462375474648,-1.7189954130436451,1.4328299923850947,CatBoost_tuned,4,0.9048898796578222
0.8466666666666667,0.47058823529411764,0.7619047619047619,0.5818181818181818,111,18,5,16,0.5,0.8866740494647471,0.8866740494647471,21,50.39393178403138,0.4167168398369423,0.12323547973035412,0.4035786006541056,0.19595954522687586,-1.6462861869212941,1.3189340977680104,CatBoost_tuned,5,0.8962828403653761
0.86,0.5,0.8095238095238095,0.6181818181818182,112,17,4,17,0.5,0.9007013658176449,0.9007013658176449,21,50.03194363063501,0.4197318448196666,0.11512900995910574,0.38483739103090747,0.19354629087090014,-1.7299706661870988,1.4403934185449419,CatBoost_tuned,6,0.9047552921560099
0.8733333333333333,0.5333333333333333,0.7619047619047619,0.6274509803921569,115,14,5,16,0.5,0.8959025470653378,0.8959025470653378,21,39.36313268779741,0.5334941242242646,0.0971080872550636,0.32259973420056154,0.1224208845853161,-1.4374967844837858,0.9376308687992025,CatBoost_tuned,7,0.9118595403798754
0.8266666666666667,0.43243243243243246,0.7619047619047619,0.5517241379310345,108,21,5,16,0.5,0.8792912513842747,0.8792912513842747,21,49.93113753660446,0.42057924245376793,0.12289922215521297,0.4023912393324477,0.19287425024402977,-1.6439184291903965,1.2756073713878198,CatBoost_tuned,8,0.8980446933449325
0.8533333333333334,0.4857142857142857,0.8095238095238095,0.6071428571428571,111,18,4,17,0.5,0.893687707641196,0.893687707641196,21,49.33564742446904,0.42565570933573305,0.11450829848401273,0.38193248900682697,0.18890431616312695,-1.6769185421072235,1.4415437802211764,CatBoost_tuned,9,0.9068504784688995
0.8466666666666667,0.4722222222222222,0.8095238095238095,0.5964912280701754,110,19,4,17,0.5,0.9010705057216685,0.9010705057216685,21,49.60300714805507,0.4233614292238209,0.11647475061627473,0.38592431068988226,0.19068671432036707,-1.7148814779331947,1.3765247589840657,CatBoost_tuned,10,0.9036947948383356
0.8933333333333333,0.6923076923076923,0.42857142857142855,0.5294117647058824,125,4,12,9,0.5,0.8984865263935031,0.8984865263935031,21,20.776427106931806,1.0107608922322164,0.07392730166336951,0.2504995532195382,0.042196170998116324,0.24797345808208623,1.1805504573283638,XGBoost_tuned,1,0.8989338118022328
0.9,0.75,0.42857142857142855,0.5454545454545454,126,3,12,9,0.5,0.9018087855297158,0.9018087855297158,21,20.522120794281363,1.0232860536446995,0.0676947260410759,0.23705501632045003,0.02720440739144882,0.38956573709352205,1.2702018764195473,XGBoost_tuned,2,0.8993231114977526
