accuracy,precision,recall,f1,roc_auc_score,auc,c_statistic,brier_score,observed,expected,observed_expected,calibration_intercept,calibration_slope,tn,fp,fn,tp,threshold,model,imputation
0.8563829787234043,0.48148148148148145,0.5,0.49056603773584906,0.7875118708452042,0.7875118708452042,0.7875118708452042,0.13631473720966436,26,27.651911265662967,0.9402605031604363,-1.1857037756098157,0.1260109224997759,148,14,13,13,0.5,GaussianNB,6
0.8563829787234043,0.48148148148148145,0.5,0.49056603773584906,0.7849002849002849,0.7849002849002849,0.7849002849002849,0.13748640198039638,26,25.99185746333345,1.0003132725961597,-1.0996023600911025,0.13271695814117238,148,14,13,13,0.5,GaussianNB,7
0.8457446808510638,0.44,0.4230769230769231,0.43137254901960786,0.7834757834757835,0.7834757834757835,0.7834757834757835,0.13774368612031537,26,25.528934032560226,1.0184522380307366,-1.1553712244779526,0.12617302462164504,148,14,15,11,0.5,GaussianNB,8
0.8776595744680851,0.5714285714285714,0.46153846153846156,0.5106382978723404,0.806386514719848,0.806386514719848,0.806386514719848,0.11611381930610004,26,21.529827647785357,1.207626945526174,-0.9863264206739129,0.1462591818592683,153,9,14,12,0.5,GaussianNB,9
0.8563829787234043,0.48,0.46153846153846156,0.47058823529411764,0.7985517568850902,0.7985517568850902,0.7985517568850902,0.13231537910525665,26,25.28977112612351,1.02808364181449,-1.0606036736745246,0.1401401161345318,149,13,14,12,0.5,GaussianNB,10
0.9095744680851063,0.8,0.46153846153846156,0.5853658536585366,0.8179012345679012,0.8179012345679012,0.8179012345679012,0.0870498831178657,26,19.649597131065093,1.323182344481517,-0.22161087510319183,0.5898996522779102,159,3,14,12,0.5,XGBoost,1
0.898936170212766,0.7692307692307693,0.38461538461538464,0.5128205128205128,0.7991452991452992,0.7991452991452992,0.7991452991452992,0.0873905822136042,26,18.45123727916507,1.40911959488803,-0.1871950029859803,0.56358617819544,159,3,16,10,0.5,XGBoost,2
0.898936170212766,0.7692307692307693,0.38461538461538464,0.5128205128205128,0.837369420702754,0.837369420702754,0.837369420702754,0.08305067110558485,26,17.579683555843076,1.4789799780757833,0.13793513453056425,0.6795618190294757,159,3,16,10,0.5,XGBoost,3
0.9095744680851063,0.8461538461538461,0.4230769230769231,0.5641025641025641,0.8176638176638177,0.8176638176638177,0.8176638176638177,0.08381523856201849,26,17.922315326111857,1.4507054209742303,-0.04566724178455022,0.6266716446403907,160,2,15,11,0.5,XGBoost,4
0.9202127659574468,0.8666666666666667,0.5,0.6341463414634146,0.8252611585944919,0.8252611585944919,0.8252611585944919,0.07642648534018376,26,17.80994407593971,1.4598585986086627,0.12122735568464016,0.6656605206007702,160,2,13,13,0.5,XGBoost,5
0.9042553191489362,0.7857142857142857,0.4230769230769231,0.55,0.8554131054131054,0.8554131054131054,0.8554131054131054,0.08608059596876992,26,19.53484926436795,1.3309547285539922,-0.18862712719995967,0.595762793511042,159,3,15,11,0.5,XGBoost,6
0.9095744680851063,0.8,0.46153846153846156,0.5853658536585366,0.8461538461538463,0.8461538461538463,0.8461538461538463,0.08398058019341481,26,18.93522567715263,1.3731021981624318,-0.041572835545620294,0.6455184900618889,159,3,14,12,0.5,XGBoost,7
0.898936170212766,0.7692307692307693,0.38461538461538464,0.5128205128205128,0.8233618233618234,0.8233618233618234,0.8233618233618234,0.08722564885174176,26,19.445901172235608,1.337042689341761,-0.202334281431869,0.5930407240061046,159,3,16,10,0.5,XGBoost,8
0.9042553191489362,0.8333333333333334,0.38461538461538464,0.5263157894736842,0.8079297245963913,0.8079297245963913,0.8079297245963913,0.08278673149564802,26,17.26976479307632,1.5055213728460128,-0.03626341312970637,0.5940911062591441,160,2,16,10,0.5,XGBoost,9
0.9042553191489362,0.7857142857142857,0.4230769230769231,0.55,0.8050807217473884,0.8050807217473884,0.8050807217473884,0.07803711051991799,26,18.256658423430054,1.4241379444681055,-0.0001200292529593759,0.641592295649929,159,3,15,11,0.5,XGBoost,10
0.8882978723404256,0.6470588235294118,0.4230769230769231,0.5116279069767442,0.7948717948717949,0.7948717948717949,0.7948717948717949,0.10130908469003023,26,16.796757967348654,1.5479177619003381,-0.4994403429453971,0.22982733686053378,156,6,15,11,0.5,LightGBM,1
0.8936170212765957,0.6875,0.4230769230769231,0.5238095238095238,0.7929724596391263,0.7929724596391263,0.7929724596391263,0.09357728664002501,26,17.165257349560395,1.514687456792826,-0.44676549340106414,0.2333673732693219,157,5,15,11,0.5,LightGBM,2
